Record,Location,Title,Job Type,Sex,Classification,Supervisor,Last Eval,Q1 Number,Q2,Q3,Q4,Q5,Q7,Q8,Supervisor,Q2 Number,Q3 Number,Q4 Number,Q5 Number,Q7 Number,Q8 Number
10006414,Florida,Technician - Building Services,Part-Time,Female,Production,No,Outstanding,2,No,agree,Disagree,Disagree,,Strongly Disagree,N,0,1,-1,-1,,-2
10006415,Illinois,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,No,agree,Strongly Disagree,Agree,,Disagree,N,0,1,-2,1,,-1
10006416,California,Technician - Production,Full-Time,Male,Production,No,Satisfactory,3,Yes,strongly agree,Strongly Disagree,Agree,,Strongly Disagree,N,1,2,-2,1,,-2
10006417,Florida,Team Lead,Full-Time,Male,Client/Support,Yes,Satisfactory,4,No,disagree,Agree,Agree,Agree,,Y,0,-1,1,1,1,
10006418,Florida,Team Lead,Full-Time,Male,Client/Support,Yes,Outstanding,4,Yes,agree,Agree,Strongly Disagree,Strongly Disagree,,Y,1,1,1,-2,-2,
10006419,California,Technician - Production,Full-Time,Female,Production,No,Satisfactory,3,Yes,strongly disagree,Strongly Agree,Disagree,,Disagree,N,1,-2,2,-1,,-1
10006420,Florida,Technician - Production,Part-Time,Female,Production,No,Poor,1,Yes,disagree,Disagree,Disagree,,Strongly Disagree,N,1,-1,-1,-1,,-2
10006421,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly disagree,Strongly Disagree,Disagree,,Disagree,N,1,-2,-2,-1,,-1
10006422,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,2,Yes,strongly agree,Strongly Disagree,Disagree,,Disagree,N,1,2,-2,-1,,-1
10006423,New Hampshire,IT/Support,Full-Time,Female,Client/Support,No,Satisfactory,4,No,disagree,Strongly Disagree,Disagree,,Disagree,N,0,-1,-2,-1,,-1
10006424,Texas,Technician - Aftermarket,Full-Time,Female,Production,No,Satisfactory,4,Yes,agree,Agree,Disagree,,Disagree,N,1,1,1,-1,,-1
10006425,Texas,Project Manager,Full-Time,Male,Admin,No,Satisfactory,4,No,agree,Agree,Disagree,,Disagree,N,0,1,1,-1,,-1
10006426,California,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Strongly Agree,Strongly Disagree,,Disagree,N,1,-1,2,-2,,-1
10006427,Florida,Technician - Production,Full-Time,Female,Production,No,Satisfactory,4,No,disagree,Disagree,Disagree,,Strongly Disagree,N,0,-1,-1,-1,,-2
10006428,New Hampshire,Technician - Aftermarket,Full-Time,Male,Production,No,Outstanding,4,Yes,agree,Disagree,Disagree,,Agree,N,1,1,-1,-1,,1
10006429,Florida,Sales - After Market,Full-Time,Male,Client/Support,No,Satisfactory,4,Yes,agree,Agree,Disagree,,Agree,N,1,1,1,-1,,1
10006430,Illinois,Technician - Production,Full-Time,Male,Production,No,Outstanding,4,Yes,disagree,Strongly Agree,Disagree,,Strongly Agree,N,1,-1,2,-1,,2
10006431,Florida,Sales - Client Support,Full-Time,Male,Client/Support,No,Outstanding,4,No,strongly disagree,Agree,Strongly Agree,,Strongly Disagree,N,0,-2,1,2,,-2
10006432,California,Technician - Building Services,Full-Time,Male,Production,No,Satisfactory,3,Yes,disagree,Disagree,Disagree,,Disagree,N,1,-1,-1,-1,,-1
10006433,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Agree,Disagree,,Disagree,N,1,-1,1,-1,,-1
10006434,California,Sales - Client Support,Full-Time,Male,Client/Support,No,Satisfactory,2,Yes,strongly disagree,Strongly Disagree,Agree,,Disagree,N,1,-2,-2,1,,-1
10006435,California,IT/Support,Full-Time,Female,Client/Support,No,Outstanding,2,Yes,disagree,Disagree,Disagree,,Disagree,N,1,-1,-1,-1,,-1
10006436,Florida,Technician - Production,Full-Time,Male,Production,No,Outstanding,4,Yes,disagree,Strongly Agree,Disagree,,Strongly Agree,N,1,-1,2,-1,,2
10006437,Illinois,Technician - Aftermarket,Full-Time,Male,Production,No,Satisfactory,3,Yes,disagree,Agree,Agree,,Disagree,N,1,-1,1,1,,-1
10006438,Florida,Technician - Production,Full-Time,Female,Production,No,Satisfactory,4,Yes,disagree,Strongly Disagree,Strongly Disagree,,Disagree,N,1,-1,-2,-2,,-1
10006439,Texas,Admin - Specialist,Full-Time,Female,Admin,No,Satisfactory,4,Yes,disagree,Disagree,Disagree,,Disagree,N,1,-1,-1,-1,,-1
10006440,Texas,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Agree,Agree,,Disagree,N,1,1,1,1,,-1
10006441,Florida,Sales - After Market,Full-Time,Male,Client/Support,No,Satisfactory,4,Yes,strongly disagree,Disagree,Disagree,,Strongly Disagree,N,1,-2,-1,-1,,-2
10006442,Florida,Engineering - Production,Full-Time,Male,Production,No,Satisfactory,4,No,disagree,Disagree,Strongly Disagree,,Strongly Agree,N,0,-1,-1,-2,,2
10006443,Texas,Engineering - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Strongly Agree,Disagree,,Disagree,N,1,-1,2,-1,,-1
10006444,Texas,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,No,disagree,Strongly Agree,Strongly Disagree,,Disagree,N,0,-1,2,-2,,-1
10006445,New York,Technician - Building Services,Full-Time,Male,Production,No,Outstanding,4,Yes,agree,Agree,Disagree,,Disagree,N,1,1,1,-1,,-1
10006446,New Hampshire,Team Lead,Full-Time,Female,Client/Support,Yes,Poor,4,No,disagree,Strongly Agree,Disagree,Agree,,Y,0,-1,2,-1,1,
10006447,Texas,Team Lead,Full-Time,Male,Client/Support,Yes,Satisfactory,3,Yes,strongly disagree,Disagree,Disagree,Disagree,,Y,1,-2,-1,-1,-1,
10006448,Florida,Sales - Client Support,Full-Time,Female,Client/Support,No,Satisfactory,3,Yes,strongly agree,Strongly Disagree,Disagree,,Disagree,N,1,2,-2,-1,,-1
10006449,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Outstanding,3,Yes,agree,Disagree,Disagree,,Disagree,N,1,1,-1,-1,,-1
10006450,Illinois,Sales - After Market,Full-Time,Male,Client/Support,No,Outstanding,4,Yes,agree,Agree,Disagree,,Disagree,N,1,1,1,-1,,-1
10006451,California,Director,Full-Time,Male,Admin,Yes,Outstanding,3,Yes,disagree,Disagree,Strongly Disagree,Strongly Disagree,,Y,1,-1,-1,-2,-2,
10006452,New Hampshire,IT/Support,Full-Time,Male,Client/Support,No,Satisfactory,4,Yes,agree,Disagree,Disagree,,Disagree,N,1,1,-1,-1,,-1
10006453,California,Team Lead,Full-Time,Male,Client/Support,Yes,Satisfactory,3,Yes,agree,Disagree,Strongly Agree,Strongly Agree,,Y,1,1,-1,2,2,
10006454,New Hampshire,Director,Full-Time,Male,Admin,Yes,Satisfactory,4,Yes,strongly agree,Disagree,Strongly Agree,Strongly Disagree,,Y,1,2,-1,2,-2,
10006455,Florida,Sales - After Market,Full-Time,Female,Client/Support,No,Satisfactory,4,Yes,agree,Strongly Disagree,Disagree,,Disagree,N,1,1,-2,-1,,-1
10006456,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly agree,Agree,Strongly Agree,,Disagree,N,1,2,1,2,,-1
10006457,Texas,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly disagree,Disagree,Disagree,,Disagree,N,1,-2,-1,-1,,-1
10006458,Texas,Sales - After Market,Full-Time,Male,Client/Support,No,Satisfactory,4,No,disagree,Disagree,Agree,,Strongly Disagree,N,0,-1,-1,1,,-2
10006459,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,3,Yes,strongly disagree,Strongly Agree,Disagree,,Disagree,N,1,-2,2,-1,,-1
10006460,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,No,strongly disagree,Strongly Agree,Disagree,,Strongly Disagree,N,0,-2,2,-1,,-2
10006461,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Disagree,Disagree,,Strongly Disagree,N,1,-1,-1,-1,,-2
10006462,Florida,Technician - Aftermarket,Full-Time,Female,Production,No,Satisfactory,4,Yes,disagree,Disagree,Strongly Disagree,,Disagree,N,1,-1,-1,-2,,-1
10006463,Texas,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Agree,Disagree,,Strongly Disagree,N,1,-1,1,-1,,-2
10006464,New York,IT/Support,Full-Time,Female,Client/Support,No,Satisfactory,4,Yes,disagree,Strongly Agree,Disagree,,Strongly Disagree,N,1,-1,2,-1,,-2
10006465,Illinois,Admin - Specialist,Full-Time,Female,Admin,No,Poor,1,No,disagree,Agree,Strongly Disagree,,Strongly Disagree,N,0,-1,1,-2,,-2
10006466,California,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Agree,Strongly Disagree,,Disagree,N,1,1,1,-2,,-1
10006467,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Disagree,Strongly Agree,,Strongly Disagree,N,1,1,-1,2,,-2
10006468,Florida,Technician - Maintenance,Full-Time,Female,Production,No,Satisfactory,4,Yes,disagree,Disagree,Disagree,,Disagree,N,1,-1,-1,-1,,-1
10006469,California,Technician - Production,Full-Time,Female,Production,No,Outstanding,3,Yes,agree,Strongly Agree,Strongly Disagree,,Disagree,N,1,1,2,-2,,-1
10006470,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,3,Yes,agree,Disagree,Disagree,,Disagree,N,1,1,-1,-1,,-1
10006471,Florida,Team Lead,Full-Time,Male,Client/Support,Yes,Satisfactory,4,Yes,agree,Agree,Strongly Agree,Agree,,Y,1,1,1,2,1,
10006472,California,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly disagree,Agree,Agree,,Disagree,N,1,-2,1,1,,-1
10006473,Texas,Technician - Building Services,Part-Time,Female,Production,No,Poor,1,No,strongly disagree,Disagree,Disagree,,Strongly Disagree,N,0,-2,-1,-1,,-2
10006474,Florida,Technician - Production,Part-Time,Male,Production,No,Satisfactory,4,Yes,strongly disagree,Disagree,Strongly Disagree,,Agree,N,1,-2,-1,-2,,1
10006475,Texas,Admin - Manager,Full-Time,Male,Admin,No,Satisfactory,4,Yes,agree,Strongly Agree,Strongly Disagree,,Strongly Disagree,N,1,1,2,-2,,-2
10006476,California,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Disagree,Strongly Agree,,Disagree,N,1,1,-1,2,,-1
10006477,California,IT/Support,Full-Time,Male,Client/Support,No,Outstanding,4,No,agree,Disagree,Agree,,Disagree,N,0,1,-1,1,,-1
10006478,New Hampshire,Project Manager,Full-Time,Male,Admin,No,Satisfactory,3,Yes,agree,Strongly Agree,Strongly Disagree,,Disagree,N,1,1,2,-2,,-1
10006479,Florida,Technician - Maintenance,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly agree,Strongly Disagree,Strongly Disagree,,Disagree,N,1,2,-2,-2,,-1
10006480,Texas,Admin - Manager,Full-Time,Female,Admin,No,Poor,1,Yes,disagree,Strongly Agree,Disagree,,Disagree,N,1,-1,2,-1,,-1
10006481,Texas,Admin - Specialist,Full-Time,Female,Admin,No,Outstanding,3,Yes,agree,Disagree,Disagree,,Strongly Disagree,N,1,1,-1,-1,,-2
10006482,Florida,Admin - Manager,Full-Time,Male,Admin,No,Outstanding,4,Yes,agree,Disagree,Disagree,,Disagree,N,1,1,-1,-1,,-1
10006483,Florida,Technician - Aftermarket,Part-Time,Female,Production,No,Outstanding,2,Yes,agree,Strongly Agree,Disagree,,Disagree,N,1,1,2,-1,,-1
10006484,Florida,Technician - Production,Full-Time,Male,Production,No,Outstanding,4,No,disagree,Disagree,Disagree,,Disagree,N,0,-1,-1,-1,,-1
10006485,Florida,Sales - After Market,Full-Time,Male,Client/Support,No,Satisfactory,2,Yes,agree,Agree,Strongly Agree,,Disagree,N,1,1,1,2,,-1
10006486,Florida,Technician - Maintenance,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Agree,Agree,,Strongly Disagree,N,1,-1,1,1,,-2
10006487,Texas,IT/Support,Full-Time,Male,Client/Support,No,Satisfactory,4,Yes,strongly agree,Strongly Disagree,Disagree,,Strongly Agree,N,1,2,-2,-1,,2
10006488,New Hampshire,Admin - Manager,Full-Time,Female,Admin,No,Satisfactory,3,Yes,strongly agree,Strongly Agree,Strongly Disagree,,Disagree,N,1,2,2,-2,,-1
10006489,New York,IT/Support,Full-Time,Female,Client/Support,No,Outstanding,2,Yes,disagree,Strongly Disagree,Disagree,,Strongly Agree,N,1,-1,-2,-1,,2
10006490,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,N,1,-2,-2,2,,-2
10006491,Texas,Technician - Aftermarket,Full-Time,Male,Production,No,Satisfactory,3,Yes,strongly agree,Strongly Agree,Agree,,Strongly Disagree,N,1,2,2,1,,-2
10006492,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,No,strongly agree,Agree,Disagree,,Strongly Disagree,N,0,2,1,-1,,-2
10006493,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,2,Yes,strongly disagree,Disagree,Disagree,,Strongly Agree,N,1,-2,-1,-1,,2
10006494,Florida,Sales - After Market,Full-Time,Male,Client/Support,No,Outstanding,4,Yes,agree,Disagree,Disagree,,Disagree,N,1,1,-1,-1,,-1
10006495,Florida,Admin - Specialist,Full-Time,Male,Admin,No,Satisfactory,3,No,strongly disagree,Disagree,Disagree,,Strongly Disagree,N,0,-2,-1,-1,,-2
10006496,New Hampshire,Director,Full-Time,Male,Admin,Yes,Satisfactory,4,Yes,agree,Strongly Disagree,Disagree,Disagree,,Y,1,1,-2,-1,-1,
10006497,California,Team Lead,Full-Time,Female,Client/Support,Yes,Satisfactory,4,No,agree,Strongly Agree,Disagree,Disagree,,Y,0,1,2,-1,-1,
10006498,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Strongly Disagree,Disagree,,Strongly Agree,N,1,-1,-2,-1,,2
10006499,New York,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Agree,Disagree,,Disagree,N,1,1,1,-1,,-1
10006500,New Hampshire,Sales - Client Support,Full-Time,Male,Client/Support,No,Satisfactory,4,Yes,strongly disagree,Disagree,Strongly Agree,,Disagree,N,1,-2,-1,2,,-1
10006501,Illinois,Technician - Production,Full-Time,Male,Production,No,Outstanding,3,Yes,agree,Disagree,Disagree,,Disagree,N,1,1,-1,-1,,-1
10006502,Florida,Technician - Maintenance,Full-Time,Male,Production,No,Outstanding,4,No,disagree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,N,0,-1,-2,-2,,-2
10006503,Florida,Technician - Production,Part-Time,Male,Production,No,Outstanding,4,Yes,agree,Disagree,Disagree,,Disagree,N,1,1,-1,-1,,-1
10006504,New Hampshire,Project Manager,Full-Time,Female,Admin,No,Poor,1,Yes,disagree,Strongly Agree,Disagree,,Strongly Disagree,N,1,-1,2,-1,,-2
10006505,Florida,Technician - Aftermarket,Full-Time,Female,Production,No,Satisfactory,4,Yes,strongly agree,Disagree,Disagree,,Strongly Disagree,N,1,2,-1,-1,,-2
10006506,New Hampshire,Admin - Specialist,Full-Time,Male,Admin,No,Outstanding,4,No,agree,Strongly Agree,Disagree,,Disagree,N,0,1,2,-1,,-1
10006507,New Hampshire,Director,Full-Time,Female,Admin,Yes,Poor,2,Yes,disagree,Agree,Agree,Strongly Agree,,Y,1,-1,1,1,2,
10006508,Texas,Technician - Production,Full-Time,Female,Production,No,Poor,1,Yes,agree,Disagree,Disagree,,Strongly Disagree,N,1,1,-1,-1,,-2
10006509,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Strongly Disagree,Strongly Agree,,Agree,N,1,1,-2,2,,1
10006510,Texas,Admin - Manager,Full-Time,Female,Admin,No,Satisfactory,2,Yes,disagree,Disagree,Disagree,,Strongly Disagree,N,1,-1,-1,-1,,-2
10006511,New Hampshire,Sales - Client Support,Full-Time,Female,Client/Support,No,Satisfactory,4,Yes,strongly agree,Strongly Disagree,Disagree,,Strongly Agree,N,1,2,-2,-1,,2
10006512,Illinois,Technician - Maintenance,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly disagree,Agree,Strongly Agree,,Disagree,N,1,-2,1,2,,-1
10006513,Texas,Technician - Aftermarket,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly disagree,Agree,Disagree,,Disagree,N,1,-2,1,-1,,-1
10006514,Texas,IT/Support,Full-Time,Male,Client/Support,No,Satisfactory,4,Yes,strongly agree,Strongly Agree,Strongly Agree,,Strongly Disagree,N,1,2,2,2,,-2
10006515,Texas,Admin - Manager,Full-Time,Male,Admin,No,Satisfactory,4,No,strongly agree,Agree,Agree,,Disagree,N,0,2,1,1,,-1
10006516,Texas,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Strongly Disagree,Disagree,,Agree,N,1,1,-2,-1,,1
10006517,Florida,Sales - Client Support,Full-Time,Male,Client/Support,No,Poor,2,Yes,strongly agree,Disagree,Disagree,,Disagree,N,1,2,-1,-1,,-1
10006518,Illinois,Admin - Specialist,Full-Time,Male,Admin,No,Satisfactory,3,No,disagree,Disagree,Strongly Disagree,,Strongly Agree,N,0,-1,-1,-2,,2
10006519,Texas,Technician - Aftermarket,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Agree,Strongly Agree,,Agree,N,1,-1,1,2,,1
10006520,Texas,Technician - Maintenance,Part-Time,Male,Production,No,Outstanding,4,No,strongly agree,Strongly Agree,Disagree,,Strongly Disagree,N,0,2,2,-1,,-2
10006521,New Hampshire,Technician - Production,Part-Time,Male,Production,No,Satisfactory,2,No,strongly agree,Agree,Disagree,,Agree,N,0,2,1,-1,,1
10006522,California,Admin - Manager,Full-Time,Male,Admin,No,Satisfactory,4,Yes,strongly agree,Disagree,Strongly Agree,,Strongly Agree,N,1,2,-1,2,,2
10006523,California,Technician - Aftermarket,Full-Time,Male,Production,No,Satisfactory,3,Yes,disagree,Disagree,Disagree,,Disagree,N,1,-1,-1,-1,,-1
10006524,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Disagree,Strongly Disagree,,Strongly Disagree,N,1,1,-1,-2,,-2
10006525,Texas,Project Manager,Full-Time,Male,Admin,No,Satisfactory,3,Yes,disagree,Disagree,Disagree,,Strongly Disagree,N,1,-1,-1,-1,,-2
10006526,Florida,Sales - After Market,Full-Time,Female,Client/Support,No,Satisfactory,4,Yes,agree,Disagree,Disagree,,Strongly Disagree,N,1,1,-1,-1,,-2
10006527,Florida,Technician - Aftermarket,Full-Time,Male,Production,No,Satisfactory,4,No,disagree,Strongly Agree,Strongly Agree,,Disagree,N,0,-1,2,2,,-1
10006528,New York,Admin - Manager,Full-Time,Male,Admin,No,Satisfactory,2,Yes,agree,Agree,Strongly Disagree,,Strongly Disagree,N,1,1,1,-2,,-2
10006529,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,3,No,disagree,Disagree,Disagree,,Agree,N,0,-1,-1,-1,,1
10006530,Florida,Technician - Production,Part-Time,Male,Production,No,Outstanding,3,No,disagree,Disagree,Disagree,,Disagree,N,0,-1,-1,-1,,-1
10006531,Illinois,Technician - Aftermarket,Full-Time,Female,Production,No,Poor,1,Yes,strongly agree,Disagree,Strongly Disagree,,Disagree,N,1,2,-1,-2,,-1
10006532,Texas,Sales - After Market,Full-Time,Female,Client/Support,No,Satisfactory,4,No,disagree,Agree,Disagree,,Strongly Disagree,N,0,-1,1,-1,,-2
10006533,Florida,Engineering - Production,Full-Time,Male,Production,No,Poor,2,No,strongly agree,Strongly Disagree,Disagree,,Strongly Disagree,N,0,2,-2,-1,,-2
10006534,Florida,Technician - Aftermarket,Full-Time,Male,Production,No,Outstanding,4,Yes,strongly agree,Strongly Disagree,Strongly Agree,,Disagree,N,1,2,-2,2,,-1
10006535,Florida,Admin - Specialist,Full-Time,Female,Admin,No,Satisfactory,3,No,agree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,N,0,1,-2,-2,,-2
10006536,New York,IT/Support,Full-Time,Male,Client/Support,No,Satisfactory,4,Yes,disagree,Agree,Strongly Agree,,Agree,N,1,-1,1,2,,1
10006537,Illinois,Admin - Specialist,Part-Time,Female,Admin,No,Poor,1,Yes,agree,Agree,Strongly Disagree,,Strongly Disagree,N,1,1,1,-2,,-2
10006538,New York,Sales - After Market,Full-Time,Male,Client/Support,No,Satisfactory,4,Yes,agree,Agree,Disagree,,Disagree,N,1,1,1,-1,,-1
10006539,Florida,Technician - Maintenance,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Agree,Disagree,,Strongly Disagree,N,1,-1,1,-1,,-2
10006540,New Hampshire,Sales - After Market,Full-Time,Female,Client/Support,No,Satisfactory,4,Yes,strongly disagree,Strongly Agree,Strongly Disagree,,Disagree,N,1,-2,2,-2,,-1
10006541,Florida,Sales - After Market,Full-Time,Male,Client/Support,No,Satisfactory,4,Yes,agree,Disagree,Disagree,,Disagree,N,1,1,-1,-1,,-1
10006542,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Poor,4,No,agree,Strongly Agree,Agree,,Agree,N,0,1,2,1,,1
10006543,Illinois,Sales - Client Support,Full-Time,Female,Client/Support,No,Poor,2,Yes,disagree,Disagree,Disagree,,Strongly Agree,N,1,-1,-1,-1,,2
10006544,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,No,agree,Disagree,Strongly Disagree,,Disagree,N,0,1,-1,-2,,-1
10006545,Texas,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Strongly Disagree,Disagree,,Agree,N,1,-1,-2,-1,,1
10006546,Florida,Sales - After Market,Full-Time,Male,Client/Support,No,Satisfactory,4,Yes,agree,Agree,Agree,,Disagree,N,1,1,1,1,,-1
10006547,Florida,Team Lead,Full-Time,Female,Client/Support,Yes,Poor,3,Yes,agree,Strongly Agree,Disagree,Strongly Agree,,Y,1,1,2,-1,2,
10006548,Florida,Project Manager,Full-Time,Male,Admin,No,Outstanding,2,Yes,agree,Disagree,Agree,,Strongly Disagree,N,1,1,-1,1,,-2
10006549,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly agree,Strongly Agree,Disagree,,Strongly Disagree,N,1,2,2,-1,,-2
